PostholeID,PithouseID,BuildNum,Length,Width,RecFloor,NewFloor,Shape,ShapeFormula,Rebuild,PillarPosition,PillarConfig,Adapted_ID,D_Scaled,FinalDepth,mean_depth,sd_depth,mean_diameter,sd_diameter,mean_volume,sd_volume,PostDataUsed,Reference,D_Ref
PH146-1002-1-1001,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P1,0.1939393939,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1002-1-1002,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P2,0.103030303,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1002-1-1003,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P3,0.1151515152,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1002-1-1004,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P4,0.1636363636,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1002-1-1005,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P5,0.1393939394,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1002-1-1007,P146-1002-1,1,4.63,4.43,NA,16.40872,円形,oval,n,Main,6,P7,0.09696969697,NA,NA,NA,0.135353535345,0.03788080800939155,NA,NA,diameter,4,142
PH146-1005-1-1001,P146-1005-1,1,4.8,4.23,NA,16.2432,隅丸方形,oval,n,MainWall,5,P1,0.1686746988,NA,NA,NA,0.14698795181399998,0.03260811712083898,NA,NA,diameter,4,154
PH146-1005-1-1002,P146-1005-1,1,4.8,4.23,NA,16.2432,隅丸方形,oval,n,MainWall,5,P2,0.1506024096,NA,NA,NA,0.14698795181399998,0.03260811712083898,NA,NA,diameter,4,154
PH146-1005-1-1003,P146-1005-1,1,4.8,4.23,NA,16.2432,隅丸方形,oval,n,MainWall,5,P3,0.09638554217,NA,NA,NA,0.14698795181399998,0.03260811712083898,NA,NA,diameter,4,154
PH146-1005-1-1004,P146-1005-1,1,4.8,4.23,NA,16.2432,隅丸方形,oval,n,MainWall,5,P4,0.1385542169,NA,NA,NA,0.14698795181399998,0.03260811712083898,NA,NA,diameter,4,154
PH146-1005-1-1005,P146-1005-1,1,4.8,4.23,NA,16.2432,隅丸方形,oval,n,MainWall,5,P5,0.1807228916,NA,NA,NA,0.14698795181399998,0.03260811712083898,NA,NA,diameter,4,154
PH146-1006-1-1001,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P1,0.1636363636,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH146-1006-1-1002,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P2,0.08484848485,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH146-1006-1-1003,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P3,0.09090909091,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH146-1006-1-1004,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P4,0.1272727273,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH146-1006-1-1005,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P5,0.08484848485,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH146-1006-1-1006,P146-1006-1,1,3.46,2.94,NA,8.13792,楕円形,oval,y,MainWall,4-5,P6,0.103030303,NA,NA,NA,0.109090909085,0.03113995775750818,NA,NA,diameter,4,164
PH147-1002-1-1001,P147-1002-1,1,3.06,2.68,NA,6.560640000000001,円形,oval,n,Main,5,P1,0.07926829268,0.51,0.508,0.08526429498916885,0.120731707302,0.036939344456125706,0.006555516628680558,0.004402433610877775,yes,6,9
PH147-1002-1-1002,P147-1002-1,1,3.06,2.68,NA,6.560640000000001,円形,oval,n,Main,5,P2,0.1707317073,0.56,0.508,0.08526429498916885,0.120731707302,0.036939344456125706,0.006555516628680558,0.004402433610877775,yes,6,9
PH147-1002-1-1003,P147-1002-1,1,3.06,2.68,NA,6.560640000000001,円形,oval,n,Main,5,P3,0.1402439024,0.56,0.508,0.08526429498916885,0.120731707302,0.036939344456125706,0.006555516628680558,0.004402433610877775,yes,6,9
PH147-1002-1-1004,P147-1002-1,1,3.06,2.68,NA,6.560640000000001,円形,oval,n,Main,5,P4,0.09146341463,0.36,0.508,0.08526429498916885,0.120731707302,0.036939344456125706,0.006555516628680558,0.004402433610877775,yes,6,9
PH147-1002-1-1005,P147-1002-1,1,3.06,2.68,NA,6.560640000000001,円形,oval,n,Main,5,P5,0.1219512195,0.55,0.508,0.08526429498916885,0.120731707302,0.036939344456125706,0.006555516628680558,0.004402433610877775,yes,6,9
PH147-1004-1-1001,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P1,0.2848484848,0.64,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1002,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P2,0.1939393939,0.58,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1004,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P4,0.1333333333,0.54,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1005,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P5,0.1454545455,0.61,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1006,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P6,0.1696969697,0.5,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1008,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P8,0.2666666667,0.56,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1010,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P10,0.2787878788,0.52,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1004-1-1011,P147-1004-1,1,3.98,4.16,NA,13.24544,不整円形,oval,y,Main,4,P11,0.1636363636,0.42,0.54625,0.0686476510887299,0.2045454545375,0.06254474982113928,0.0198443214727293,0.012861161810800662,yes,6,14
PH147-1010-1-1001,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P1,0.1890243902,0.53,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1002,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P2,0.2195121951,0.5,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1003,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P3,0.1524390244,0.44,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1004,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P4,0.2073170732,0.91,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1006,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P6,0.2073170732,0.5,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1007,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P7,0.237804878,0.86,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-1-1008,P147-1010-1,1,5.66,4.82,22.36,21.824960000000004,楕円形,oval,3,Main,5,P8,0.2073170732,0.56,0.6142857142857143,0.18902002917302554,0.20296167247142857,0.02674466651679467,0.020931950679254435,0.010178460988559856,yes,8,7
PH147-1010-2-1007,P147-1010-2,2,6.06,5.84,28.08,28.31232,円形,oval,3,Main,5,P7,0.237804878,0.86,0.766,0.161802348561447,0.29634146342,0.06490394679801718,0.05170247842916015,0.014403238765038233,yes,8,7
PH147-1010-2-1009,P147-1010-2,2,6.06,5.84,28.08,28.31232,円形,oval,3,Main,5,P9,0.4024390244,0.56,0.766,0.161802348561447,0.29634146342,0.06490394679801718,0.05170247842916015,0.014403238765038233,yes,8,7
PH147-1010-2-1010,P147-1010-2,2,6.06,5.84,28.08,28.31232,円形,oval,3,Main,5,P10,0.2682926829,0.98,0.766,0.161802348561447,0.29634146342,0.06490394679801718,0.05170247842916015,0.014403238765038233,yes,8,7
PH147-1010-2-1011,P147-1010-2,2,6.06,5.84,28.08,28.31232,円形,oval,3,Main,5,P11,0.262195122,0.68,0.766,0.161802348561447,0.29634146342,0.06490394679801718,0.05170247842916015,0.014403238765038233,yes,8,7
PH147-1010-2-1013,P147-1010-2,2,6.06,5.84,28.08,28.31232,円形,oval,3,Main,5,P13,0.3109756098,0.75,0.766,0.161802348561447,0.29634146342,0.06490394679801718,0.05170247842916015,0.014403238765038233,yes,8,7
PH147-1010-3-1007,P147-1010-3,3,6.06,5.84,31.09,28.31232,楕円形,oval,3,Main,5,P7,0.237804878,0.86,0.728,0.1634625339336204,0.27926829268000003,0.042552064241422265,0.045297874116419876,0.01492684831658638,yes,8,7
PH147-1010-3-1012,P147-1010-3,3,6.06,5.84,31.09,28.31232,楕円形,oval,3,Main,5,P12,0.237804878,0.5,0.728,0.1634625339336204,0.27926829268000003,0.042552064241422265,0.045297874116419876,0.01492684831658638,yes,8,7
PH147-1010-3-1014,P147-1010-3,3,6.06,5.84,31.09,28.31232,楕円形,oval,3,Main,5,P14,0.3353658537,0.62,0.728,0.1634625339336204,0.27926829268000003,0.042552064241422265,0.045297874116419876,0.01492684831658638,yes,8,7
PH147-1010-3-1015,P147-1010-3,3,6.06,5.84,31.09,28.31232,楕円形,oval,3,Main,5,P15,0.2804878049,0.88,0.728,0.1634625339336204,0.27926829268000003,0.042552064241422265,0.045297874116419876,0.01492684831658638,yes,8,7
PH147-1010-3-1016,P147-1010-3,3,6.06,5.84,31.09,28.31232,楕円形,oval,3,Main,5,P16,0.3048780488,0.78,0.728,0.1634625339336204,0.27926829268000003,0.042552064241422265,0.045297874116419876,0.01492684831658638,yes,8,7
PH147-1011-1-1001,P147-1011-1,1,5.49,5.26,22.44,23.101920000000003,円形に近い楕円形,oval,3,Main,5,P1,0.2242424242,0.5,0.546,0.06542170893518452,0.19999999998,0.02999846952309719,0.017762720642376086,0.007046360577658363,yes,8,16
PH147-1011-1-1002,P147-1011-1,1,5.49,5.26,22.44,23.101920000000003,円形に近い楕円形,oval,3,Main,5,P2,0.1636363636,0.51,0.546,0.06542170893518452,0.19999999998,0.02999846952309719,0.017762720642376086,0.007046360577658363,yes,8,16
PH147-1011-1-1003,P147-1011-1,1,5.49,5.26,22.44,23.101920000000003,円形に近い楕円形,oval,3,Main,5,P3,0.2363636364,0.66,0.546,0.06542170893518452,0.19999999998,0.02999846952309719,0.017762720642376086,0.007046360577658363,yes,8,16
PH147-1011-1-1005,P147-1011-1,1,5.49,5.26,22.44,23.101920000000003,円形に近い楕円形,oval,3,Main,5,P5,0.1939393939,0.52,0.546,0.06542170893518452,0.19999999998,0.02999846952309719,0.017762720642376086,0.007046360577658363,yes,8,16
PH147-1011-1-1012,P147-1011-1,1,5.49,5.26,22.44,23.101920000000003,円形に近い楕円形,oval,3,Main,5,P12,0.1818181818,0.54,0.546,0.06542170893518452,0.19999999998,0.02999846952309719,0.017762720642376086,0.007046360577658363,yes,8,16
PH147-1011-2-1002,P147-1011-2,2,5.52,5.49,23.76,24.243840000000002,円形に近い楕円形,oval,3,Main,5,P2,0.1636363636,0.51,0.508,0.09984988733093293,0.18666666666,0.01838272835990584,0.013967307458703788,0.003943624992376032,yes,8,16
PH147-1011-2-1011,P147-1011-2,2,5.52,5.49,23.76,24.243840000000002,円形に近い楕円形,oval,3,Main,5,P11,0.2,0.66,0.508,0.09984988733093293,0.18666666666,0.01838272835990584,0.013967307458703788,0.003943624992376032,yes,8,16
PH147-1011-2-1014,P147-1011-2,2,5.52,5.49,23.76,24.243840000000002,円形に近い楕円形,oval,3,Main,5,P14,0.2,0.44,0.508,0.09984988733093293,0.18666666666,0.01838272835990584,0.013967307458703788,0.003943624992376032,yes,8,16
PH147-1011-2-1015,P147-1011-2,2,5.52,5.49,23.76,24.243840000000002,円形に近い楕円形,oval,3,Main,5,P15,0.1696969697,0.53,0.508,0.09984988733093293,0.18666666666,0.01838272835990584,0.013967307458703788,0.003943624992376032,yes,8,16
PH147-1011-2-1021,P147-1011-2,2,5.52,5.49,23.76,24.243840000000002,円形に近い楕円形,oval,3,Main,5,P21,0.2,0.4,0.508,0.09984988733093293,0.18666666666,0.01838272835990584,0.013967307458703788,0.003943624992376032,yes,8,16
PH147-1011-3-1004,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P4,0.1818181818,0.69,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1011-3-1006,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P6,0.2181818182,0.65,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1011-3-1007,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P7,0.2363636364,0.63,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1011-3-1008,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P8,0.2121212121,0.77,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1011-3-1009,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P9,0.1757575758,0.76,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1011-3-1010,P147-1011-3,3,5.86,5.49,27.47,25.737120000000004,円形に近い楕円形,oval,3,Main,6,P10,0.296969697,0.75,0.7083333333333334,0.06013872850889572,0.22020202021666666,0.04398291123488119,0.027909834132445514,0.01249838475858851,yes,8,16
PH147-1012-1-1001,P147-1012-1,1,5.2,4.4,18.51,18.304000000000002,楕円形,oval,3?,Main,4,P1,0.1856287425,0.68,0.71,0.04760952285695231,0.179640718575,0.035593921156695706,0.01860916872021634,0.008079211301033222,diameter,8,31
PH147-1012-1-1002,P147-1012-1,1,5.2,4.4,18.51,18.304000000000002,楕円形,oval,3?,Main,4,P2,0.1556886228,0.66,0.71,0.04760952285695231,0.179640718575,0.035593921156695706,0.01860916872021634,0.008079211301033222,diameter,8,31
PH147-1012-1-1003,P147-1012-1,1,5.2,4.4,18.51,18.304000000000002,楕円形,oval,3?,Main,4,P3,0.1497005988,0.76,0.71,0.04760952285695231,0.179640718575,0.035593921156695706,0.01860916872021634,0.008079211301033222,diameter,8,31
PH147-1012-1-1004,P147-1012-1,1,5.2,4.4,18.51,18.304000000000002,楕円形,oval,3?,Main,4,P4,0.2275449102,0.74,0.71,0.04760952285695231,0.179640718575,0.035593921156695706,0.01860916872021634,0.008079211301033222,diameter,8,31
PH147-1013-1-1001,P147-1013-1,1,NA,NA,NA,NA,隅丸方形,uk,4,Main,4,P1,0.1585365854,0.59,0.605,0.026457513110645932,0.1402439024325,0.04903389463620575,0.010042984080241736,0.005236161127616183,yes,8,37
PH147-1013-1-1002,P147-1013-1,1,NA,NA,NA,NA,隅丸方形,uk,4,Main,4,P2,0.1707317073,0.58,0.605,0.026457513110645932,0.1402439024325,0.04903389463620575,0.010042984080241736,0.005236161127616183,yes,8,37
PH147-1013-1-1003,P147-1013-1,1,NA,NA,NA,NA,隅丸方形,uk,4,Main,4,P3,0.06707317073,0.64,0.605,0.026457513110645932,0.1402439024325,0.04903389463620575,0.010042984080241736,0.005236161127616183,yes,8,37
PH147-1013-1-1004,P147-1013-1,1,NA,NA,NA,NA,隅丸方形,uk,4,Main,4,P4,0.1646341463,0.61,0.605,0.026457513110645932,0.1402439024325,0.04903389463620575,0.010042984080241736,0.005236161127616183,yes,8,37
PH147-1013-2-1005,P147-1013-2,2,4.7,4.4,17.41,16.544000000000004,隅丸方形,oval,4,Main,4,P5,0.2743902439,0.63,0.53,0.09521904571390467,0.1951219512,0.05566286154229176,0.01750106908864579,0.013197824738595165,yes,8,37
PH147-1013-2-1006,P147-1013-2,2,4.7,4.4,17.41,16.544000000000004,隅丸方形,oval,4,Main,4,P6,0.1890243902,0.43,0.53,0.09521904571390467,0.1951219512,0.05566286154229176,0.01750106908864579,0.013197824738595165,yes,8,37
PH147-1013-2-1007,P147-1013-2,2,4.7,4.4,17.41,16.544000000000004,隅丸方形,oval,4,Main,4,P7,0.1707317073,0.47,0.53,0.09521904571390467,0.1951219512,0.05566286154229176,0.01750106908864579,0.013197824738595165,yes,8,37
PH147-1013-2-1008,P147-1013-2,2,4.7,4.4,17.41,16.544000000000004,隅丸方形,oval,4,Main,4,P8,0.1463414634,0.59,0.53,0.09521904571390467,0.1951219512,0.05566286154229176,0.01750106908864579,0.013197824738595165,yes,8,37
PH147-1013-3-1009,P147-1013-3,3,5.2,4.93,22.18,20.5088,隅丸方形,oval,4,MainWall,4,P9,0.3719512195,0.76,0.7175,0.05439056290693573,0.335365853675,0.0635629909187335,0.0658682042450965,0.026106564519211138,yes,8,37
PH147-1013-3-1010,P147-1013-3,3,5.2,4.93,22.18,20.5088,隅丸方形,oval,4,MainWall,4,P10,0.4024390244,0.72,0.7175,0.05439056290693573,0.335365853675,0.0635629909187335,0.0658682042450965,0.026106564519211138,yes,8,37
PH147-1013-3-1011,P147-1013-3,3,5.2,4.93,22.18,20.5088,隅丸方形,oval,4,MainWall,4,P11,0.262195122,0.64,0.7175,0.05439056290693573,0.335365853675,0.0635629909187335,0.0658682042450965,0.026106564519211138,yes,8,37
PH147-1013-3-1012,P147-1013-3,3,5.2,4.93,22.18,20.5088,隅丸方形,oval,4,MainWall,4,P12,0.3048780488,0.75,0.7175,0.05439056290693573,0.335365853675,0.0635629909187335,0.0658682042450965,0.026106564519211138,yes,8,37
PH147-1013-4-1012,P147-1013-4,4,5.4,5.24,24.8,22.636800000000004,隅丸方形,oval,4,MainWall,5-6,P12,0.3048780488,0.75,0.616,0.20549939172659368,0.25975609756,0.048512986079156974,0.0364393093631654,0.023307553928511627,yes,8,37
PH147-1013-4-1013,P147-1013-4,4,5.4,5.24,24.8,22.636800000000004,隅丸方形,oval,4,MainWall,5-6,P13,0.25,0.43,0.616,0.20549939172659368,0.25975609756,0.048512986079156974,0.0364393093631654,0.023307553928511627,yes,8,37
PH147-1013-4-1014,P147-1013-4,4,5.4,5.24,24.8,22.636800000000004,隅丸方形,oval,4,MainWall,5-6,P14,0.1951219512,0.4,0.616,0.20549939172659368,0.25975609756,0.048512986079156974,0.0364393093631654,0.023307553928511627,yes,8,37
PH147-1013-4-1015,P147-1013-4,4,5.4,5.24,24.8,22.636800000000004,隅丸方形,oval,4,MainWall,5-6,P15,0.3109756098,0.88,0.616,0.20549939172659368,0.25975609756,0.048512986079156974,0.0364393093631654,0.023307553928511627,yes,8,37
PH147-1013-4-1016,P147-1013-4,4,5.4,5.24,24.8,22.636800000000004,隅丸方形,oval,4,MainWall,5-6,P16,0.237804878,0.62,0.616,0.20549939172659368,0.25975609756,0.048512986079156974,0.0364393093631654,0.023307553928511627,yes,8,37
PH147-1014-1-1001,P147-1014-1,1,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P1,0.3454545455,0.76,0.768,0.04549725266430931,0.34909090912,0.0582259933246552,0.07495378497975219,0.024836422598639194,diameter,8,44
PH147-1014-1-1002,P147-1014-1,1,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P2,0.4181818182,0.81,0.768,0.04549725266430931,0.34909090912,0.0582259933246552,0.07495378497975219,0.024836422598639194,diameter,8,44
PH147-1014-1-1003,P147-1014-1,1,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P3,0.2666666667,0.82,0.768,0.04549725266430931,0.34909090912,0.0582259933246552,0.07495378497975219,0.024836422598639194,diameter,8,44
PH147-1014-1-1004,P147-1014-1,1,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P4,0.3272727273,0.73,0.768,0.04549725266430931,0.34909090912,0.0582259933246552,0.07495378497975219,0.024836422598639194,diameter,8,44
PH147-1014-1-1005,P147-1014-1,1,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P5,0.3878787879,0.72,0.768,0.04549725266430931,0.34909090912,0.0582259933246552,0.07495378497975219,0.024836422598639194,diameter,8,44
PH147-1014-2-1001,P147-1014-2,2,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P1,0.3454545455,0.76,0.758,0.11777096416349833,0.38181818182,0.15230099240364453,0.10575881741782205,0.09783609203052,diameter,8,44
PH147-1014-2-1002,P147-1014-2,2,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P2,0.4181818182,0.81,0.758,0.11777096416349833,0.38181818182,0.15230099240364453,0.10575881741782205,0.09783609203052,diameter,8,44
PH147-1014-2-1006,P147-1014-2,2,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P6,0.1939393939,0.69,0.758,0.11777096416349833,0.38181818182,0.15230099240364453,0.10575881741782205,0.09783609203052,diameter,8,44
PH147-1014-2-1007,P147-1014-2,2,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P7,0.3393939394,0.61,0.758,0.11777096416349833,0.38181818182,0.15230099240364453,0.10575881741782205,0.09783609203052,diameter,8,44
PH147-1014-2-1008,P147-1014-2,2,5.6,5.17,22.59,23.1616,楕円形に近い五角形,oval,2,Main,5,P8,0.6121212121,0.92,0.758,0.11777096416349833,0.38181818182,0.15230099240364453,0.10575881741782205,0.09783609203052,diameter,8,44
PH147-1015-1-1001,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P1,0.2363636364,0.9,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1015-1-1002,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P2,0.3212121212,0.9,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1015-1-1003,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P3,0.3272727273,0.94,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1015-1-1004,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P4,0.2787878788,0.86,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1015-1-1005,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P5,0.2666666667,0.76,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1015-1-1006,P147-1015-1,1,6.36,6.08,31.88,30.935040000000004,やや方形気味の円形,oval,n,Main,6,P6,0.2909090909,0.87,0.8716666666666667,0.061454590281497,0.28686868688333333,0.034212465653221336,0.05737777128558842,0.015997481098065133,yes,8,52
PH147-1016-1-1001,P147-1016-1,1,3.5,3.42,10.9,9.575999999999999,推定すると楕円形,oval,n,Main,4,P1,0.1341463415,0.52,0.48000000000000004,0.06928203230275509,0.11991869919999999,0.01534519195000668,0.005599641279249285,0.0020288589129045394,yes,8,71
PH147-1016-1-1002,P147-1016-1,1,3.5,3.42,10.9,9.575999999999999,推定すると楕円形,oval,n,Main,4,P2,0.1219512195,0.52,0.48000000000000004,0.06928203230275509,0.11991869919999999,0.01534519195000668,0.005599641279249285,0.0020288589129045394,yes,8,71
PH147-1016-1-1003,P147-1016-1,1,3.5,3.42,10.9,9.575999999999999,推定すると楕円形,oval,n,Main,4,P3,0.1036585366,0.4,0.48000000000000004,0.06928203230275509,0.11991869919999999,0.01534519195000668,0.005599641279249285,0.0020288589129045394,yes,8,71
PH147-1017-1-1001,P147-1017-1,1,3.1,2.9,6.99,7.192,推定すると楕円形,oval,n,Main,4,P1,0.2181818182,0.56,0.52,0.028284271247461926,0.168181818175,0.03970352326037083,0.012262452536663589,0.006484048115925067,yes,8,74
PH147-1017-1-1002,P147-1017-1,1,3.1,2.9,6.99,7.192,推定すると楕円形,oval,n,Main,4,P2,0.1818181818,0.52,0.52,0.028284271247461926,0.168181818175,0.03970352326037083,0.012262452536663589,0.006484048115925067,yes,8,74
PH147-1017-1-1003,P147-1017-1,1,3.1,2.9,6.99,7.192,推定すると楕円形,oval,n,Main,4,P3,0.1333333333,0.5,0.52,0.028284271247461926,0.168181818175,0.03970352326037083,0.012262452536663589,0.006484048115925067,yes,8,74
PH147-1017-1-1004,P147-1017-1,1,3.1,2.9,6.99,7.192,推定すると楕円形,oval,n,Main,4,P4,0.1393939394,0.5,0.52,0.028284271247461926,0.168181818175,0.03970352326037083,0.012262452536663589,0.006484048115925067,yes,8,74
PH147-1018-1-1001,P147-1018-1,1,3.8,3.48,11.13,10.5792,楕円形,oval,n?,Main,4,P1,0.296969697,0.52,0.6225,0.0917877987534291,0.2181818182,0.06803013433143691,0.023628152024469804,0.011266611374331766,yes,8,77
PH147-1018-1-1002,P147-1018-1,1,3.8,3.48,11.13,10.5792,楕円形,oval,n?,Main,4,P2,0.2363636364,0.66,0.6225,0.0917877987534291,0.2181818182,0.06803013433143691,0.023628152024469804,0.011266611374331766,yes,8,77
PH147-1018-1-1003,P147-1018-1,1,3.8,3.48,11.13,10.5792,楕円形,oval,n?,Main,4,P3,0.1333333333,0.73,0.6225,0.0917877987534291,0.2181818182,0.06803013433143691,0.023628152024469804,0.011266611374331766,yes,8,77
PH147-1018-1-1004,P147-1018-1,1,3.8,3.48,11.13,10.5792,楕円形,oval,n?,Main,4,P4,0.2060606061,0.58,0.6225,0.0917877987534291,0.2181818182,0.06803013433143691,0.023628152024469804,0.011266611374331766,yes,8,77
