,name,start,end,percent_0_5,over_5_values,percent_5_19
714,AZ,-5310,-5270,0,1,1
715,AZ,-5310,-5270,0,1,0
716,AZ,-5310,-5270,0,1,0.333333333
717,AZ,-5310,-5270,0,1,0.666666667
718,AZ,-4860,-4730,0,1,0
719,AZ,-4730,-4540,0,1,0
720,AZ,-5310,-4490,0,1,0
721,AZ,-5310,-5270,0,1,0
722,AZ,-4950,-4860,0,1,0
723,AZ,-4950,-4860,0.5,0.5,0.5
724,AZ,-5230,-5100,0,1,0
725,BA,-5415,-4395,0,1,0
726,BA,-4860,-4730,0,1,1
727,BA,-4860,-4730,0,1,0
728,BA,-4730,-4540,0,1,0
729,BA,-4730,-4540,0.266666667,0.733333333,0.733333333
730,BA,-4860,-4730,0,1,0
731,BA,-4730,-4540,0,1,0
732,BA,-4950,-4860,0,1,0
733,BA,-4950,-4490,0,1,0
734,BA,-4950,-4490,0,1,0
735,BA,-4950,-4490,0,1,1
736,BA,-4950,-4490,0,1,1
737,BA,-4950,-4490,1,0,0
738,BA,-5415,-4395,1,0,0
739,BB,-4235,-3900,0,1,0
740,BB,-4235,-3900,0,1,0
741,BB,-4235,-3900,0,1,0
742,BB,-4235,-3900,0,1,0
743,BB,-4490,-3220,0,1,0
744,BB,-4235,-3900,0,1,0
745,BB,-4490,-3220,0,1,0
746,BB,-4235,-3900,0,1,0
747,BB,-4235,-4050,0,1,0
748,BB,-4490,-3220,0,1,0
749,BB,-4235,-3900,0,1,0
750,BB,-4235,-3900,0,1,0
751,BB,-3065,-2990,0,1,0
752,BB,-3220,-2385,0,1,0
753,BB,-4490,-2385,0,1,0
754,BB,-5415,-3220,0,1,0
755,BB,-4490,-3220,0,1,0
756,BB,-4235,-3420,0,1,0
757,BB,-4235,-3420,0,1,0
758,BB,-4490,-3220,0,1,0
759,BB,-4490,-3220,0.4,0.6,0.6
760,BB,-4490,-3220,0.4,0.6,0.6
761,BB,-4490,-3220,0,1,0
762,BB,-4490,-3220,0,1,0
763,BB,-4490,-3220,0,1,0
764,BB,-4490,-3220,0,1,0
765,BB,-4490,-3220,0.4,0.6,0.6
766,BB,-4490,-3220,0,1,0
767,BB,-4490,-3220,0,1,0
768,BB,-4490,-3220,0,1,0
769,BB,-4490,-3220,0.4,0.6,0.6
770,BB,-4490,-3220,0,1,0
771,BB,-4490,-3220,0,1,0
772,BB,-3130,-3065,0,1,0
773,BB,-4490,-3220,0,1,0
774,BB,-4490,-3220,0.4,0.6,0.6
775,BB,-4490,-3220,0.4,0.6,0.6
776,BB,-4490,-3220,1,0,0
777,BB,-4490,-3220,1,0,0
778,BB,-4490,-3220,1,0,0
779,BB,-4490,-3220,1,0,0
780,BB,-4490,-3220,1,0,0
781,BB,-4490,-3220,1,0,0
782,BB,-4490,-3220,1,0,0
783,BB,-4490,-3220,1,0,0
784,BB,-4490,-3220,1,0,0
785,BB,-4490,-3220,1,0,0
786,BB,-4490,-3220,1,0,0
787,BB,-4490,-3220,1,0,0
788,BB,-4490,-3220,1,0,0
789,BB,-4490,-3220,1,0,0
790,BB,-4490,-3220,1,0,0
791,BB,-4490,-3220,1,0,0
792,BB,-4490,-3220,1,0,0
793,BC,-3370,-3130,0,1,0
794,BC,-3370,-3220,0,1,0
795,BC,-3370,-3130,0,1,0
796,BC,-3370,-3130,0,1,0
797,BC,-3370,-3130,0,1,0
798,BC,-3370,-3130,0,1,0
799,BC,-3370,-3130,0,1,0
800,BC,-3370,-3130,1,0,0
801,BC,-3370,-3130,0,1,0
802,BC,-3370,-3220,0,1,0
803,BC,-3370,-3220,0,1,0
804,BC,-3370,-3220,0,1,0
805,BD,-4490,-3220,0,1,0
806,BD,-4490,-3220,0.4,0.6,0.6
807,BD,-4235,-3900,0,1,0
808,BD,-4235,-3900,0,1,0
809,BD,-4235,-3900,0,1,0
810,BD,-4235,-3900,0.4,0.6,0.6
811,BE,-4860,-4730,0,1,0
812,BE,-4950,-4860,0,1,0
813,BE,-4860,-4730,0,1,0
814,BE,-4950,-4860,0,1,0
815,BE,-4860,-4730,0,1,0
816,BE,-4950,-4860,0,1,0
817,BE,-4860,-4730,0,1,0
818,BE,-4950,-4860,0,1,0
819,BF,-4860,-4730,0,1,0
820,BF,-4860,-4730,0,1,0
821,BF,-4860,-4730,0,1,0
822,BF,-4860,-4730,0.4,0.6,0.6
823,BF,-4950,-4860,0,1,0
824,BF,-5310,-5270,0,1,0
