master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_rom,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,calBPmax,calBPmin,phase_start,phase_end,references
924,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９７２年度出土人骨,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
925,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度１号,子供で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
926,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度６号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
927,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１号,女性,F,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
928,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ２号,女性,F,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
929,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ３号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
930,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ４号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
931,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ５号,遺存状態不良で不明,U,小児期(6-12),6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
932,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ６号,遺存状態不良で不明,U,小児期(6-12),6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
933,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ７号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
934,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ８号,遺存状態不良で不明,U,小児期(6-12),6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
935,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ９号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
936,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
937,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１２号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
938,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１２号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
939,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１４号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
940,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１５号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
941,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１６号,女性,F,思春期(13-16),13,16,1,1,1,0,0,14.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
942,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１７号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
943,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１８号,男性,M,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
944,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１９号,女性,F,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
945,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ２０号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
946,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ２１号,女性,F,思春期(13-16),13,16,1,1,1,0,0,14.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
947,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ２２号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
948,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ２３号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
949,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１０１号,女性,F,熟年期(40-59),40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
950,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１０９号,遺存状態不良で不明,U,小児期(6-12),6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
951,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１０号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
952,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１１号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
953,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１２号,女性,F,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
954,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１３号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
955,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１４号,男性,M,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
956,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１５号,遺存状態不良で不明,U,小児期(6-12),6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
957,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１１９号,男性,M,壮年期(21-39),21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
958,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１２６号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
959,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中妻貝塚,中妻貝塚,中妻貝塚-3855,Nakatsuma Shellmound,100,99,,１９９２年度Ａ土壙出土Ａ１２８号,遺存状態不良で不明,U,幼児期(2-5),2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,4490,3220,-4490,-3220,Yamada 2006
