master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_rom,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,calBPmax,calBPmin,phase_start,phase_end,references
4123,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3993,Kitamura Site,156,39,,SH1182A,女性,F,40~45,40,45,1,0,0,0,0,42.5,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,4235,3750,-4235,-3750,Hirabayashi eta al 1993
4124,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3993,Kitamura Site,156,39,,SH1182B,?,X,9前後,9,9,1,1,1,0,0,9,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,4235,3750,-4235,-3750,Hirabayashi eta al 1993
4125,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1184,男性,M,40~45,40,45,1,0,0,0,0,42.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4126,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1185,?,X,3~4,3,4,0,0,0,1,1,3.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4127,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1186,女性,F,50代,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4128,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4635,Kitamura Site,156,5,,SH1187A,女性,F,20~25,20,25,1,0,0,0,0,22.5,第四地域（関東～中部）,1,Kasori E3,Kasori E3,4730,4540,-4730,-4540,Hirabayashi eta al 1993
4129,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4635,Kitamura Site,156,5,,SH1187B,女性,F,40~45,40,45,1,0,0,0,0,42.5,第四地域（関東～中部）,1,Kasori E3,Kasori E3,4730,4540,-4730,-4540,Hirabayashi eta al 1993
4130,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4143,Kitamura Site,156,28,,SH1188,女性,F,60~,60,70,1,0,0,0,0,65,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,4235,4050,-4235,-4050,Hirabayashi eta al 1993
4131,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3825,Kitamura Site,156,9,,SH1189,男性,M,50代,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,6,Kasori B1,Kasori B1,3900,3750,-3900,-3750,Hirabayashi eta al 1993
4132,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1190,女性,F,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4133,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1191,女性,F,60~,60,70,1,0,0,0,0,65,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4134,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1192,女性,F,50代,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4135,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1193,?,X,12前後,12,12,1,1,1,0,0,12,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4136,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1195,男性,M,20,20,20,1,0,0,0,0,20,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4137,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4390,Kitamura Site,156,20,,SH1198,男性,M,55~60,55,60,1,0,0,0,0,57.5,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,4730,4050,-4730,-4050,Hirabayashi eta al 1993
4138,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4143,Kitamura Site,156,28,,SH1199,女性,F,60~,60,70,1,0,0,0,0,65,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,4235,4050,-4235,-4050,Hirabayashi eta al 1993
4139,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1200,女性,F,50~55,50,55,1,0,0,0,0,52.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4140,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1201,?,X,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4141,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4390,Kitamura Site,156,20,,SH1202A,男性,M,25前後,25,25,1,0,0,0,0,25,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,4730,4050,-4730,-4050,Hirabayashi eta al 1993
4142,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4390,Kitamura Site,156,20,,SH1202B,女性,F,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,4730,4050,-4730,-4050,Hirabayashi eta al 1993
4143,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4635,Kitamura Site,156,5,,SH1203,女性,F,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,1,Kasori E3,Kasori E3,4730,4540,-4730,-4540,Hirabayashi eta al 1993
4144,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4143,Kitamura Site,156,28,,SH1204,男性,M,40~50,40,50,1,0,0,0,0,45,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,4235,4050,-4235,-4050,Hirabayashi eta al 1993
4145,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4483,Kitamura Site,156,9,,SH1205,?,X,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,1~3/,Kasori E3,Shomyoji,4730,4235,-4730,-4235,Hirabayashi eta al 1993
4146,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1206,女性,F,50~55,50,55,1,0,0,0,0,52.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4147,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4390,Kitamura Site,156,20,,SH1207,女性,F,13~15,13,15,1,1,1,0,0,14,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,4730,4050,-4730,-4050,Hirabayashi eta al 1993
4148,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1208,男性,M,30~40,30,40,1,0,0,0,0,35,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4149,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4483,Kitamura Site,156,9,,SH1211,男性,M,18~20,18,20,1,0.6666666667,0.666666667,0,0,19,第四地域（関東～中部）,1~3,Kasori E3,Shomyoji,4730,4235,-4730,-4235,Hirabayashi eta al 1993
4150,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4143,Kitamura Site,156,28,,SH1215,男性,M,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,4235,4050,-4235,-4050,Hirabayashi eta al 1993
4151,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4483,Kitamura Site,156,9,,SH1216,女性,F,60~,60,70,1,0,0,0,0,65,第四地域（関東～中部）,1~3/,Kasori E3,Shomyoji,4730,4235,-4730,-4235,Hirabayashi eta al 1993
4152,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4635,Kitamura Site,156,5,,SH1217A,?,X,12前後,12,12,1,1,1,0,0,12,第四地域（関東～中部）,1,Kasori E3,Kasori E3,4730,4540,-4730,-4540,Hirabayashi eta al 1993
4153,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-4363,Kitamura Site,156,20,,SH1228,女性,F,13~14,13,14,1,1,1,0,0,13.5,第四地域（関東～中部）,3,Shomyoji,Shomyoji,4490,4235,-4490,-4235,Hirabayashi eta al 1993
4154,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3975,Kitamura Site,156,28,,SH1233,男性,M,20~,20,20,1,0,0,0,0,20,第四地域（関東～中部）,5,Horinouchi 2,Horinouchi 2,4050,3900,-4050,-3900,Hirabayashi eta al 1993
4155,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,#N/A,Kitamura Site,156,153,,SK2029,女性,F,8前後,8,8,1,1,1,0,0,8,第四地域（関東～中部）,?,uk,uk,,,,,Hirabayashi eta al 1993
8000,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",貝の花貝塚,1貝の花貝塚,1貝の花貝塚-4363,Kainohana Shellmound,51,21,,１号,男,M,熟年,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期初頭,Start of Late Jomon,Start of Late Jomon,4490,4235,-4490,-4235,Chiba Prefecture Cultural Property Center 1999
8001,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",貝の花貝塚,1貝の花貝塚,1貝の花貝塚-3749,Kainohana Shellmound,51,4,,２号,X,,X,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期前半～中葉,Late Jomon First Half,Mid Late Jomon,3855,3643,-3855,-3643,Chiba Prefecture Cultural Property Center 1999
8002,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",貝の花貝塚,1貝の花貝塚,1貝の花貝塚-4388,Kainohana Shellmound,51,6,,３号,女,F,壮年,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期末～後期初頭,End of Middle Jomon,Start of Late Jomon,4540,4235,-4540,-4235,Chiba Prefecture Cultural Property Center 1999
8003,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",貝の花貝塚,1貝の花貝塚,1貝の花貝塚-3855,Kainohana Shellmound,51,8,,４号,男,M,成人,20,39,1,0,0,0,0,29.5,第四地域（関東～中部）,後期中葉,Mid Late Jomon,Mid Late Jomon,4067,3643,-4067,-3643,Chiba Prefecture Cultural Property Center 1999
8004,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",貝の花貝塚,1貝の花貝塚,1貝の花貝塚-4363,Kainohana Shellmound,51,21,,５号,X,,幼児　１歳半くらい,1,2,0,0,0,1,1,1.5,第四地域（関東～中部）,後期初頭,Start of Late Jomon,Start of Late Jomon,4490,4235,-4490,-4235,Chiba Prefecture Cultural Property Center 1999
